Iter 10, task chunking, loss 3.400405168533325
Iter 5920, task chunking, loss 0.8865915536880493
Iter 5930, task chunking, loss 0.9321358799934387
Iter 5940, task chunking, loss 0.9889311790466309
Iter 5950, task chunking, loss 0.8901673555374146
Iter 5960, task chunking, loss 0.9830526113510132
Iter 5970, task chunking, loss 0.9367586970329285
Iter 5980, task chunking, loss 0.9302536249160767
Iter 5990, task chunking, loss 0.9131050109863281
Iter 6000, task chunking, loss 0.8833198547363281
Iter 6010, task chunking, loss 0.9373880624771118
Iter 6020, task chunking, loss 0.9334142804145813
Iter 6030, task chunking, loss 0.9183856248855591
Iter 6040, task chunking, loss 0.9729175567626953
Iter 6050, task chunking, loss 0.9302805662155151
Iter 6060, task chunking, loss 0.9414677619934082
Iter 6070, task chunking, loss 0.9515026211738586
Iter 6080, task chunking, loss 0.9320282936096191
Iter 6090, task chunking, loss 0.9241980314254761
Iter 6100, task chunking, loss 0.8836841583251953
Iter 6110, task chunking, loss 0.8741113543510437
Iter 6120, task chunking, loss 0.8883878588676453
Iter 6130, task chunking, loss 0.924717128276825
Iter 6140, task chunking, loss 0.876095175743103
Iter 6150, task chunking, loss 0.8643118739128113
Iter 6160, task chunking, loss 0.9191095232963562
Iter 6170, task chunking, loss 0.8800609707832336
Iter 6180, task chunking, loss 0.9523307085037231
Iter 6190, task chunking, loss 0.9356910586357117
Iter 6200, task chunking, loss 0.9262014627456665
Iter 6210, task chunking, loss 0.9141861200332642
Iter 6220, task chunking, loss 0.9233037829399109
Iter 6230, task chunking, loss 0.9232909083366394
Iter 6240, task chunking, loss 0.9004894495010376
Iter 6250, task chunking, loss 0.9110620617866516
Iter 6260, task chunking, loss 0.9242168664932251
Iter 6270, task chunking, loss 0.9272362589836121
Iter 6280, task chunking, loss 0.9290704727172852
Iter 6290, task chunking, loss 0.9317913055419922
Iter 6300, task chunking, loss 0.9806617498397827
Iter 6310, task chunking, loss 0.9549519419670105
Iter 6320, task chunking, loss 0.9244712591171265
Iter 6330, task chunking, loss 0.9581291079521179
Iter 6340, task chunking, loss 0.9144976735115051
Iter 6350, task chunking, loss 0.9069379568099976
Iter 6360, task chunking, loss 0.8907726407051086
Iter 6370, task chunking, loss 0.8793840408325195
Iter 6380, task chunking, loss 0.8577399253845215
Iter 6390, task chunking, loss 0.8645403981208801
Iter 6400, task chunking, loss 0.8781531453132629
Iter 6410, task chunking, loss 0.8959970474243164
Iter 6420, task chunking, loss 0.8768424987792969
Iter 6430, task chunking, loss 0.8393310308456421
Iter 6440, task chunking, loss 0.8804356455802917
Iter 6450, task chunking, loss 0.8657318353652954
Iter 6460, task chunking, loss 0.8969684839248657
Iter 6470, task chunking, loss 0.8812926411628723
Iter 6480, task chunking, loss 0.8432711362838745
Iter 6490, task chunking, loss 0.9260151982307434
Iter 6500, task chunking, loss 0.9460185170173645
Iter 6510, task chunking, loss 0.86815345287323
Iter 6520, task chunking, loss 0.8754431009292603
Iter 6530, task chunking, loss 0.8542375564575195
Iter 6540, task chunking, loss 0.9465134739875793
Iter 6550, task chunking, loss 0.922965407371521
Iter 6560, task chunking, loss 0.8569175601005554
Iter 6570, task chunking, loss 0.9051080942153931
Iter 6580, task chunking, loss 0.885930061340332
Iter 6590, task chunking, loss 0.8669843673706055
Iter 6600, task chunking, loss 0.919512927532196
Iter 6610, task chunking, loss 0.8940776586532593
Iter 6620, task chunking, loss 0.8932083249092102
Iter 6630, task chunking, loss 0.9402357935905457
Iter 6640, task chunking, loss 0.8581231236457825
Iter 6650, task chunking, loss 0.9160750508308411
Iter 6660, task chunking, loss 0.9163185358047485
Iter 6670, task chunking, loss 0.8635005950927734
Iter 6680, task chunking, loss 0.8928977251052856
Iter 6690, task chunking, loss 0.8908611536026001
Iter 6700, task chunking, loss 0.8338652849197388
Iter 6710, task chunking, loss 0.8780980110168457
Iter 6720, task chunking, loss 0.9026423692703247
Iter 6730, task chunking, loss 0.8917630910873413
Iter 6740, task chunking, loss 0.8851131200790405
Iter 6750, task chunking, loss 0.8945018649101257
Iter 6760, task chunking, loss 0.8448072671890259
Iter 6770, task chunking, loss 0.8673170208930969
Iter 6780, task chunking, loss 0.9184953570365906
Iter 6790, task chunking, loss 0.8863493204116821
Iter 6800, task chunking, loss 0.8288213014602661
Iter 6810, task chunking, loss 0.8538933992385864
Iter 6820, task chunking, loss 0.8366101384162903
Iter 6830, task chunking, loss 0.9111765027046204
Iter 6840, task chunking, loss 0.8925732374191284
Iter 6850, task chunking, loss 0.9246018528938293
Iter 6860, task chunking, loss 0.9000065922737122
Iter 6870, task chunking, loss 0.886711597442627
Iter 6880, task chunking, loss 0.8670953512191772
Iter 6890, task chunking, loss 0.8751022219657898
Iter 6900, task chunking, loss 0.8814030885696411
Iter 6910, task chunking, loss 0.8794161081314087
Iter 6920, task chunking, loss 0.8534528613090515
Iter 6930, task chunking, loss 0.8289488554000854
Iter 6940, task chunking, loss 0.8550195693969727
Iter 6950, task chunking, loss 0.8495234251022339
Iter 6960, task chunking, loss 0.8220802545547485
Iter 6970, task chunking, loss 0.9321069717407227
Iter 6980, task chunking, loss 0.8851698637008667
Iter 6990, task chunking, loss 0.8482241630554199
Iter 7000, task chunking, loss 0.8815426826477051
Iter 7010, task chunking, loss 0.8732714653015137
Iter 7020, task chunking, loss 0.8390156626701355
Iter 7030, task chunking, loss 0.8870404362678528
Iter 7040, task chunking, loss 0.8248046040534973
Iter 7050, task chunking, loss 0.8417170643806458
Iter 7060, task chunking, loss 0.8406665921211243
Iter 7070, task chunking, loss 0.8930056691169739
Iter 7080, task chunking, loss 0.8123606443405151
Iter 7090, task chunking, loss 0.8183797001838684
Iter 7100, task chunking, loss 0.8369879722595215
Iter 7110, task chunking, loss 0.9290960431098938
Iter 7120, task chunking, loss 0.8314546346664429
Iter 7130, task chunking, loss 0.8467475771903992
Iter 7140, task chunking, loss 0.8827632069587708
Iter 7150, task chunking, loss 0.8533937335014343
Iter 7160, task chunking, loss 0.7951002717018127
Iter 7170, task chunking, loss 0.8360311388969421
Iter 7180, task chunking, loss 0.8933903574943542
Iter 7190, task chunking, loss 0.874595046043396
Iter 7200, task chunking, loss 0.81828773021698
Iter 7210, task chunking, loss 0.8520203828811646
Iter 7220, task chunking, loss 0.8363704681396484
Iter 7230, task chunking, loss 0.8704573512077332
Iter 7240, task chunking, loss 0.8850920796394348
Iter 7250, task chunking, loss 0.8498938679695129
Iter 7260, task chunking, loss 0.8327575922012329
Iter 7270, task chunking, loss 0.8583309054374695
Iter 7280, task chunking, loss 0.8752205967903137
Iter 7290, task chunking, loss 0.8530672192573547
Iter 7300, task chunking, loss 0.8463343381881714
Iter 7310, task chunking, loss 0.841925323009491
Iter 7320, task chunking, loss 0.7832059264183044
Iter 7330, task chunking, loss 0.8758009672164917
Iter 7340, task chunking, loss 0.8165422677993774
Iter 7350, task chunking, loss 0.8570680618286133
Iter 7360, task chunking, loss 0.8215646743774414
Iter 7370, task chunking, loss 0.8476535677909851
Iter 7380, task chunking, loss 0.7988584041595459
Iter 7390, task chunking, loss 0.8625179529190063
Iter 7400, task chunking, loss 0.8370808362960815
Iter 7410, task chunking, loss 0.8339216113090515
Iter 7420, task chunking, loss 0.804731547832489
Iter 7430, task chunking, loss 0.8500332832336426
Iter 7440, task chunking, loss 0.8599188923835754
Iter 7450, task chunking, loss 0.803247332572937
Iter 7460, task chunking, loss 0.8356090784072876
Iter 7470, task chunking, loss 0.8373645544052124
Iter 7480, task chunking, loss 0.8809733390808105
Iter 7490, task chunking, loss 0.8373554348945618
Iter 7500, task chunking, loss 0.8110278844833374
Iter 7510, task chunking, loss 0.7987867593765259
Iter 7520, task chunking, loss 0.829731822013855
Iter 7530, task chunking, loss 0.858819305896759
Iter 7540, task chunking, loss 0.8282898664474487
Iter 7550, task chunking, loss 0.7910507321357727
Iter 7560, task chunking, loss 0.9060662388801575
Iter 7570, task chunking, loss 0.8172399401664734
Iter 7580, task chunking, loss 0.8124276995658875
Iter 7590, task chunking, loss 0.7827855348587036
Iter 7600, task chunking, loss 0.8370285034179688
Iter 7610, task chunking, loss 0.8091595768928528
Iter 7620, task chunking, loss 0.8469928503036499
Iter 7630, task chunking, loss 0.853161633014679
Iter 7640, task chunking, loss 0.8417852520942688
Iter 7650, task chunking, loss 0.8169140815734863
Iter 7660, task chunking, loss 0.8577839136123657
Iter 7670, task chunking, loss 0.7814144492149353
Iter 7680, task chunking, loss 0.8311113119125366
Iter 7690, task chunking, loss 0.7868511080741882
Iter 7700, task chunking, loss 0.8116283416748047
Iter 7710, task chunking, loss 0.8272051811218262
Iter 7720, task chunking, loss 0.8207441568374634
Iter 7730, task chunking, loss 0.8289448618888855
Iter 7740, task chunking, loss 0.8557823300361633
Iter 7750, task chunking, loss 0.8036322593688965
Iter 7760, task chunking, loss 0.8413697481155396
Iter 7770, task chunking, loss 0.8347092866897583
Iter 7780, task chunking, loss 0.7913056015968323
Iter 7790, task chunking, loss 0.7665213942527771
Iter 7800, task chunking, loss 0.8441713452339172
Iter 7810, task chunking, loss 0.8051865696907043
Iter 7820, task chunking, loss 0.8488330841064453
Iter 7830, task chunking, loss 0.8195451498031616
Iter 7840, task chunking, loss 0.8536912202835083
Iter 7850, task chunking, loss 0.8045274019241333
Iter 7860, task chunking, loss 0.7827581167221069
Iter 7870, task chunking, loss 0.8229793310165405
Iter 7880, task chunking, loss 0.8492717742919922
Iter 7890, task chunking, loss 0.8142150044441223
Iter 7900, task chunking, loss 0.832933247089386
Iter 7910, task chunking, loss 0.7621030211448669
Iter 7920, task chunking, loss 0.7845072150230408
Iter 7930, task chunking, loss 0.8292508125305176
Iter 7940, task chunking, loss 0.7971384525299072
Iter 7950, task chunking, loss 0.7463475465774536
Iter 7960, task chunking, loss 0.8248686790466309
Iter 7970, task chunking, loss 0.8154004812240601
Iter 7980, task chunking, loss 0.810629665851593
Iter 7990, task chunking, loss 0.7897955179214478
Iter 8000, task chunking, loss 0.790309488773346
Iter 8010, task chunking, loss 0.795995831489563
Iter 8020, task chunking, loss 0.8021155595779419
Iter 8030, task chunking, loss 0.8119301795959473
Iter 8040, task chunking, loss 0.7892888784408569
Iter 8050, task chunking, loss 0.7703366875648499
Iter 8060, task chunking, loss 0.8486493825912476
Iter 8070, task chunking, loss 0.805953860282898
Iter 8080, task chunking, loss 0.7800711393356323
Iter 8090, task chunking, loss 0.7278420925140381
Iter 8100, task chunking, loss 0.7641185522079468
Iter 8110, task chunking, loss 0.79740971326828
Iter 8120, task chunking, loss 0.7663576602935791
Iter 8130, task chunking, loss 0.7769893407821655
Iter 8140, task chunking, loss 0.7639155983924866
Iter 8150, task chunking, loss 0.8098238110542297
Iter 8160, task chunking, loss 0.7991827726364136
Iter 8170, task chunking, loss 0.7665805816650391
Iter 8180, task chunking, loss 0.7854830622673035
Iter 8190, task chunking, loss 0.7875634431838989
Iter 8200, task chunking, loss 0.7565946578979492
Iter 8210, task chunking, loss 0.7807348966598511
Iter 8220, task chunking, loss 0.7903019785881042
Iter 8230, task chunking, loss 0.8265665173530579
Iter 8240, task chunking, loss 0.771759033203125
Iter 8250, task chunking, loss 0.7849727869033813
Iter 8260, task chunking, loss 0.8096092939376831
Iter 8270, task chunking, loss 0.7868817448616028
Iter 8280, task chunking, loss 0.7776476740837097
Iter 8290, task chunking, loss 0.7746184468269348
Iter 8300, task chunking, loss 0.7977334260940552
Iter 8310, task chunking, loss 0.7572171688079834
Iter 8320, task chunking, loss 0.7598183751106262
Iter 8330, task chunking, loss 0.7907270193099976
Iter 8340, task chunking, loss 0.7183735966682434
Iter 8350, task chunking, loss 0.7772611379623413
Iter 8360, task chunking, loss 0.7534000277519226
Iter 8370, task chunking, loss 0.747570276260376
Iter 8380, task chunking, loss 0.7617618441581726
Iter 8390, task chunking, loss 0.8139110803604126
Iter 8400, task chunking, loss 0.7738015055656433
Iter 8410, task chunking, loss 0.7637768983840942
Iter 8420, task chunking, loss 0.7664993405342102
Iter 8430, task chunking, loss 0.7659499645233154
Iter 8440, task chunking, loss 0.7663307189941406
Iter 8450, task chunking, loss 0.7650542259216309
Iter 8460, task chunking, loss 0.7434881925582886
Iter 8470, task chunking, loss 0.7383435368537903
Iter 8480, task chunking, loss 0.7738519310951233
Iter 8490, task chunking, loss 0.7655743956565857
Iter 8500, task chunking, loss 0.8032777905464172
Iter 8510, task chunking, loss 0.7483459711074829
Iter 8520, task chunking, loss 0.7408628463745117
Iter 8530, task chunking, loss 0.7960528135299683
Iter 8540, task chunking, loss 0.7594071626663208
Iter 8550, task chunking, loss 0.776931881904602
Iter 8560, task chunking, loss 0.7973249554634094
Iter 8570, task chunking, loss 0.7538779377937317
Iter 8580, task chunking, loss 0.7571881413459778
Iter 8590, task chunking, loss 0.7161901593208313
Iter 8600, task chunking, loss 0.7275626063346863
Iter 8610, task chunking, loss 0.7511658072471619
Iter 8620, task chunking, loss 0.7909876108169556
Iter 8630, task chunking, loss 0.7441394925117493
Iter 8640, task chunking, loss 0.7576595544815063
Iter 8650, task chunking, loss 0.7516617774963379
Iter 8660, task chunking, loss 0.7669211626052856
Iter 8670, task chunking, loss 0.7512246370315552
Iter 8680, task chunking, loss 0.7566150426864624
Iter 8690, task chunking, loss 0.7655213475227356
Iter 8700, task chunking, loss 0.7556849122047424
Iter 8710, task chunking, loss 0.7665824890136719
Iter 8720, task chunking, loss 0.7532135844230652
Iter 8730, task chunking, loss 0.7877408862113953
Iter 8740, task chunking, loss 0.7117259502410889
Iter 8750, task chunking, loss 0.7703720331192017
Iter 8760, task chunking, loss 0.7220432162284851
Iter 8770, task chunking, loss 0.7046070098876953
Iter 8780, task chunking, loss 0.7073370814323425
Iter 8790, task chunking, loss 0.7693349123001099
Iter 8800, task chunking, loss 0.7510506510734558
Iter 8810, task chunking, loss 0.7363147735595703
Iter 8820, task chunking, loss 0.7372440099716187
Iter 8830, task chunking, loss 0.7339597940444946
Iter 8840, task chunking, loss 0.7728201150894165
Iter 8850, task chunking, loss 0.7426027655601501
Iter 8860, task chunking, loss 0.8057416081428528
Iter 8870, task chunking, loss 0.72361820936203
Iter 8880, task chunking, loss 0.808757483959198
Iter 8890, task chunking, loss 0.7629551291465759
Iter 8900, task chunking, loss 0.734902024269104
Iter 8910, task chunking, loss 0.7438110113143921
Iter 8920, task chunking, loss 0.8003593683242798
Iter 8930, task chunking, loss 0.730941653251648
Iter 8940, task chunking, loss 0.7563818097114563
Iter 8950, task chunking, loss 0.7627274394035339
Iter 8960, task chunking, loss 0.7574957609176636
Iter 8970, task chunking, loss 0.7171905040740967
Iter 8980, task chunking, loss 0.7629634141921997
Iter 8990, task chunking, loss 0.771930992603302
Iter 9000, task chunking, loss 0.7285267114639282
Iter 9010, task chunking, loss 0.6866176724433899
Iter 9020, task chunking, loss 0.7386578321456909
Iter 9030, task chunking, loss 0.7147806286811829
Iter 9040, task chunking, loss 0.7574994564056396
Iter 9050, task chunking, loss 0.7577430009841919
Iter 9060, task chunking, loss 0.7110003232955933
